StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,Consent6,ProlificID,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast,YearsLivedCountry,PROLIFIC_PID,counter
2023-06-27 18:12:29,2023-06-27 18:19:02,IP Address,100,392,True,2023-06-27 18:19:03,R_4MBpLpADgSdL55v,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63c0b8e25159ad47312132ac,4 - Neutral,4 - Neutral,3 - Slightly oppose,3 - Slightly oppose,4 - Neutral,3 - Slightly oppose,3 - Slightly oppose,4 - Neutral,"85
|
|
15","93
|
|
33","68
|
|
93","72
|
|
47","100
|
|
50","93
|
|
68","85
|
|
75","95
|
|
95","100
|
|
70","94
|
|
89","78
|
|
93","75
|
|
95","100
|
|
50","70
|
|
100","95
|
|
75",3,4,Very accurate (7),Very inaccurate (1),Very accurate (7),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),2,Very inaccurate (1),6,3,6,Very accurate (7),Very inaccurate (1),3,5,Very accurate (7),5,Very accurate (7),5,3,3,Somewhat agree,5 - Very religious,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Masters degree,5,Strongly disagree (1),Strongly disagree (1),100,52,,coffee,49,63c0b8e25159ad47312132ac,8
2023-06-27 18:07:54,2023-06-27 18:20:05,IP Address,100,730,True,2023-06-27 18:20:06,R_1ifn3bEsIsFKYaT,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e264669d9ab6089713dc62f,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,3 - Slightly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","75
|
|
85","93
|
|
93","85
|
|
85","75
|
|
95","75
|
|
75","93
|
|
93","91
|
|
94",4,6,5,2,5,3,3,2,2,6,2,4,Very inaccurate (1),Very accurate (7),4,3,4,5,3,Very inaccurate (1),3,2,5,4,Somewhat agree,2,Slightly disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,High School,3,6,6,53,52,,I didn't have anything for breakfast this morning.,11,5e264669d9ab6089713dc62f,8
2023-06-27 18:21:02,2023-06-27 18:26:58,IP Address,100,355,True,2023-06-27 18:26:58,R_2Y9ErEiGt6VTqhb,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,610ef32efaf222c140341d1e,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","85
|
|
85","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",3,Very accurate (7),2,6,Very inaccurate (1),4,5,3,4,6,5,6,3,6,Very inaccurate (1),6,5,Very inaccurate (1),4,5,Very inaccurate (1),5,Very inaccurate (1),5,Slightly agree,4,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Very strongly disagree,Very strongly agree,Diploma / other professional certificate,4,4,4,0,52,,rice and salmon,19,610ef32efaf222c140341d1e,8
2023-06-27 18:25:30,2023-06-27 18:30:51,IP Address,100,320,True,2023-06-27 18:30:52,R_3nw47kcro37nuhM,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5feb724a516177be21e4f3fd,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",Very inaccurate (1),6,5,Very inaccurate (1),5,Very inaccurate (1),6,3,2,6,Very inaccurate (1),4,2,5,6,2,3,Very inaccurate (1),6,Very inaccurate (1),4,2,5,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Neither agree nor disagree,Strongly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Very strongly disagree,Completed university,6,2,5,19,52,,coffee,26,5feb724a516177be21e4f3fd,8
2023-06-27 18:22:31,2023-06-27 18:33:07,IP Address,100,635,True,2023-06-27 18:33:08,R_1rc4IYfUTP9lz4S,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63f78b48ccb76ade888c9891,1 - Strongly oppose,2 - Somewhat oppose,7 - Strongly favour,4 - Neutral,3 - Slightly oppose,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",3,6,3,2,4,2,4,4,2,5,2,2,4,5,5,3,6,Very inaccurate (1),5,4,2,Very inaccurate (1),3,3,Strongly disagree,1 - Not at all religious,Neither agree nor disagree,Slightly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Slightly disagree,Completed university,7,3,5,41,52,,oatmeal,21,63f78b48ccb76ade888c9891,8
2023-06-27 18:30:12,2023-06-27 18:33:17,IP Address,100,185,True,2023-06-27 18:33:18,R_stHrXmVGDnLCTgB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f095db6fc8e5a1e2271dc47,4 - Neutral,5 - Slightly favour,4 - Neutral,4 - Neutral,3 - Slightly oppose,5 - Slightly favour,5 - Slightly favour,4 - Neutral,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",4,5,4,5,4,5,4,5,4,5,5,3,4,4,5,3,5,4,4,4,3,4,5,3,Slightly disagree,1 - Not at all religious,Neither agree nor disagree,Somewhat agree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,PhD or equivalent,8,5,4,44,52,,Bread,50,5f095db6fc8e5a1e2271dc47,8
2023-06-27 18:26:52,2023-06-27 18:35:24,IP Address,100,511,True,2023-06-27 18:35:25,R_2yeW29vGTIG6Vcy,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63804d105c37525d499b9c6c,3 - Slightly oppose,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","91
|
|
72","70
|
|
100","100
|
|
90","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","91
|
|
94",2,5,4,Very inaccurate (1),4,2,3,3,2,6,2,3,2,4,4,Very inaccurate (1),6,2,4,2,2,2,4,2,Strongly agree,4,Strongly disagree,Somewhat agree,Somewhat agree,Very strongly disagree,Somewhat disagree,Strongly agree,PhD or equivalent,6,2,5,96,52,,Cereal,59,63804d105c37525d499b9c6c,8
2023-06-27 18:27:49,2023-06-27 18:38:29,IP Address,100,639,True,2023-06-27 18:38:30,R_1OoAx116ojLyrdh,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f1c465d48822301da814182,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),5,4,2,Very accurate (7),Very inaccurate (1),5,2,2,3,2,2,Very inaccurate (1),5,6,3,3,3,6,2,Very inaccurate (1),2,2,3,Strongly disagree,1 - Not at all religious,Somewhat agree,Somewhat disagree,Very strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Completed university,3,2,Strongly agree (7),0,52,,A S'mores Granola Bar and a Cookie Dough Granola Bar,22,5f1c465d48822301da814182,8
2023-06-27 18:40:27,2023-06-27 18:44:02,IP Address,100,214,True,2023-06-27 18:44:03,R_3k0Em47eJLpN68h,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62a3be0d93b8dd1e69b4317d,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",3,6,6,3,6,Very inaccurate (1),2,3,2,6,3,Very inaccurate (1),2,6,6,2,3,4,2,Very inaccurate (1),3,4,5,5,Somewhat agree,2,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Slightly disagree,Diploma / other professional certificate,3,Strongly disagree (1),Strongly agree (7),14,52,,cereal,66,62a3be0d93b8dd1e69b4317d,8
2023-06-27 18:25:53,2023-06-27 18:44:10,IP Address,100,1097,True,2023-06-27 18:44:11,R_2e4Q9OUS5KjeOgG,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63fedbfe6ef7fb3dd2718f5c,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","70
|
|
100","95
|
|
95","75
|
|
85","90
|
|
100","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",2,Very accurate (7),6,Very inaccurate (1),4,Very inaccurate (1),2,Very inaccurate (1),Very inaccurate (1),6,2,Very inaccurate (1),4,Very accurate (7),3,Very inaccurate (1),Very accurate (7),3,5,Very inaccurate (1),2,2,5,3,Slightly agree,3,Strongly agree,Somewhat disagree,Very strongly disagree,Very strongly agree,Strongly agree,Very strongly disagree,Completed university,6,Strongly disagree (1),Strongly agree (7),35,52,,I had a granola bar.,61,63fedbfe6ef7fb3dd2718f5c,8
2023-06-27 18:26:44,2023-06-27 18:44:14,IP Address,100,1049,True,2023-06-27 18:44:15,R_2pK241BFxhBFyVJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5bf8f34abdd6400001bd5e66,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",5,6,Very accurate (7),Very inaccurate (1),6,Very inaccurate (1),2,2,2,5,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,6,Very inaccurate (1),6,Very inaccurate (1),2,2,2,2,Very accurate (7),2,Strongly disagree,1 - Not at all religious,Neither agree nor disagree,Somewhat disagree,Very strongly disagree,Strongly agree,Slightly agree,Neither agree nor disagree,Completed university,8,4,Strongly agree (7),0,52,,Cereal with almond milk!,64,5bf8f34abdd6400001bd5e66,8
2023-06-27 18:36:05,2023-06-27 18:46:12,IP Address,100,606,True,2023-06-27 18:46:13,R_3suEhqlSAHj3iHs,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,614f89a9441723072040d4de,4 - Neutral,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,5 - Slightly favour,2 - Somewhat oppose,6 - Somewhat favour,4 - Neutral,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","100
|
|
50","85
|
|
85","85
|
|
75","100
|
|
90","100
|
|
70","90
|
|
100","100
|
|
70","100
|
|
90","100
|
|
50","85
|
|
95","95
|
|
75",3,4,5,Very inaccurate (1),5,2,4,4,Very inaccurate (1),4,Very inaccurate (1),2,Very inaccurate (1),3,Very accurate (7),Very inaccurate (1),6,2,2,2,2,2,5,4,Strongly disagree,2,Somewhat agree,Somewhat disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Strongly disagree,Masters degree,9,2,4,13,52,,Coffee only,59,614f89a9441723072040d4de,8
2023-06-27 18:46:19,2023-06-27 18:51:20,IP Address,100,300,True,2023-06-27 18:51:20,R_4GupK49ty1Xo1vH,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f0e9896f5e4e11e12c8f5ac,4 - Neutral,2 - Somewhat oppose,7 - Strongly favour,5 - Slightly favour,1 - Strongly oppose,3 - Slightly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","81
|
|
69","85
|
|
85","85
|
|
75","100
|
|
90","88
|
|
78","93
|
|
93","89
|
|
81","94
|
|
91","81
|
|
69","100
|
|
90","91
|
|
94",3,Very accurate (7),5,2,6,Very inaccurate (1),3,2,3,6,2,2,3,6,Very accurate (7),2,6,4,4,Very inaccurate (1),2,2,5,3,Strongly agree,5 - Very religious,Somewhat disagree,Somewhat agree,Very strongly agree,Strongly disagree,Slightly disagree,Somewhat agree,High School,3,3,Strongly agree (7),65,52,,"Eggs and toast ",24,5f0e9896f5e4e11e12c8f5ac,8
2023-06-27 18:41:40,2023-06-27 18:55:33,IP Address,100,832,True,2023-06-27 18:55:33,R_2ZHs8vY3BCtz4DH,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5ea5dc0ea29a6a06d12f208b,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,7 - Strongly favour,6 - Somewhat favour,4 - Neutral,6 - Somewhat favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","93
|
|
68","93
|
|
63","95
|
|
95","100
|
|
70","98
|
|
78","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","93
|
|
88",6,6,4,5,5,6,6,5,5,2,6,5,5,6,5,4,5,5,5,Very accurate (7),4,4,5,5,Slightly agree,4,Strongly agree,Strongly agree,Slightly agree,Somewhat agree,Somewhat agree,Somewhat agree,Completed university,7,5,5,13,52,,bread,24,5ea5dc0ea29a6a06d12f208b,8
2023-06-27 18:49:49,2023-06-27 19:02:52,IP Address,100,782,True,2023-06-27 19:02:53,R_3nJchYZJEYqJ0Nd,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,567dd32b4f0ef30006dbb718,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","91
|
|
72","85
|
|
75","95
|
|
95","88
|
|
78","95
|
|
85","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",2,6,4,2,4,4,5,2,4,Very accurate (7),2,6,4,6,Very accurate (7),2,3,3,6,2,4,Very inaccurate (1),Very inaccurate (1),4,Strongly disagree,1 - Not at all religious,Strongly agree,Strongly disagree,Strongly disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Masters degree,4,2,6,14,52,,eggs and toast,56,567dd32b4f0ef30006dbb718,8
2023-06-27 18:58:09,2023-06-27 19:06:56,IP Address,100,527,True,2023-06-27 19:06:58,R_21A0ucFuqYAuD1G,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,56b8de29e1d0a200051517f8,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",2,6,4,2,Very accurate (7),Very inaccurate (1),6,4,2,4,2,2,Very inaccurate (1),5,Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),6,2,2,2,Very inaccurate (1),Very inaccurate (1),Strongly disagree,1 - Not at all religious,Slightly agree,Somewhat disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Completed university,4,2,5,31,52,,cereal,30,56b8de29e1d0a200051517f8,8
2023-06-27 19:04:38,2023-06-27 19:14:41,IP Address,100,603,True,2023-06-27 19:14:42,R_2rH0CvJT8c4fJOf,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6137ebb74197e0473d1318e3,6 - Somewhat favour,5 - Slightly favour,4 - Neutral,7 - Strongly favour,7 - Strongly favour,7 - Strongly favour,3 - Slightly oppose,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",5,Very accurate (7),6,5,Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,2,Very inaccurate (1),Very inaccurate (1),6,3,5,3,Very inaccurate (1),Very inaccurate (1),2,Very inaccurate (1),Very inaccurate (1),5,Very inaccurate (1),Strongly agree,4,Neither agree nor disagree,Somewhat agree,Very strongly agree,Very strongly disagree,Strongly disagree,Very strongly agree,High School,6,Strongly disagree (1),Strongly disagree (1),84,52,,Cereal,53,6137ebb74197e0473d1318e3,8
2023-06-27 19:08:48,2023-06-27 19:15:39,IP Address,100,410,True,2023-06-27 19:15:40,R_DiO1JBUNjuR242R,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f9b6cc0e01ad13902b38f60,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",4,2,5,3,5,3,5,3,Very inaccurate (1),5,5,4,3,5,5,5,3,2,3,2,Very inaccurate (1),5,4,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Somewhat agree,Somewhat disagree,Very strongly disagree,Very strongly agree,Strongly agree,Very strongly disagree,Masters degree,7,3,Strongly agree (7),12,52,,oatmeal,57,5f9b6cc0e01ad13902b38f60,8
2023-06-27 19:04:28,2023-06-27 19:15:51,IP Address,100,682,True,2023-06-27 19:15:52,R_yxTTGHucyiwe8iR,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f038dc85819b15b08840dfd,5 - Slightly favour,2 - Somewhat oppose,2 - Somewhat oppose,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,7 - Strongly favour,3 - Slightly oppose,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),5,3,6,6,5,Very inaccurate (1),2,2,3,Very inaccurate (1),4,2,Very inaccurate (1),2,4,2,6,Very accurate (7),Very inaccurate (1),Strongly disagree,1 - Not at all religious,Somewhat agree,Somewhat disagree,Strongly disagree,Very strongly agree,Slightly agree,Strongly disagree,High School,2,Strongly disagree (1),Strongly disagree (1),21,52,,some chicken and rice,26,5f038dc85819b15b08840dfd,8
2023-06-27 19:10:49,2023-06-27 19:16:44,IP Address,100,355,True,2023-06-27 19:16:45,R_2CqqrYb7gQ8MBE8,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62bd2a704c56e669cce7ce56,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,6 - Somewhat favour,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
15","85
|
|
15","85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),Very accurate (7),4,Very inaccurate (1),5,Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),5,Very inaccurate (1),4,2,5,3,Very inaccurate (1),4,Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),3,Strongly disagree,4,Very strongly disagree,Slightly agree,Very strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,High School,1,Strongly disagree (1),4,50,52,,I did not eat breakfast,33,62bd2a704c56e669cce7ce56,8
2023-06-27 19:13:08,2023-06-27 19:20:14,IP Address,100,426,True,2023-06-27 19:20:15,R_2wQt3cNJ0dCSbsq,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c223d4a4a7e1f000137e5b9,2 - Somewhat oppose,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",2,6,3,2,Very accurate (7),Very inaccurate (1),6,2,2,5,5,2,Very inaccurate (1),5,6,3,6,2,6,2,2,5,2,2,Somewhat disagree,1 - Not at all religious,Very strongly agree,Strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Strongly disagree,Masters degree,5,Strongly disagree (1),5,44,52,,I had a protein shake for breakfast.,35,5c223d4a4a7e1f000137e5b9,8
2023-06-27 19:16:32,2023-06-27 19:24:02,IP Address,100,449,True,2023-06-27 19:24:03,R_w6qX9hPF7DOwQxP,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c43517c8fefb60001c447fe,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",Very inaccurate (1),6,6,Very accurate (7),Very accurate (7),Very inaccurate (1),6,Very inaccurate (1),3,5,5,Very inaccurate (1),Very inaccurate (1),6,3,Very accurate (7),Very inaccurate (1),Very inaccurate (1),6,2,2,2,Very inaccurate (1),Very inaccurate (1),Strongly disagree,1 - Not at all religious,Very strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Very strongly disagree,Masters degree,3,3,Strongly agree (7),0,52,,Bread and eggplant bread spread,22,5c43517c8fefb60001c447fe,8
2023-06-27 19:26:09,2023-06-27 19:33:00,IP Address,100,410,True,2023-06-27 19:33:01,R_XSYEN7gFuNGofqV,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e4d2e7f6603cd16888864e7,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","85
|
|
85","70
|
|
100","95
|
|
95","100
|
|
70","100
|
|
70","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","100
|
|
50",Very inaccurate (1),3,6,Very accurate (7),Very accurate (7),Very inaccurate (1),5,5,Very inaccurate (1),5,Very inaccurate (1),Very accurate (7),Very inaccurate (1),3,3,4,Very inaccurate (1),Very accurate (7),5,3,Very inaccurate (1),Very inaccurate (1),3,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Very strongly agree,Slightly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Strongly disagree,Diploma / other professional certificate,4,Strongly agree (7),Strongly disagree (1),29,52,,I had a bowl of cereal for breakfast.,16,5e4d2e7f6603cd16888864e7,8
2023-06-27 19:29:29,2023-06-27 19:35:49,IP Address,100,379,True,2023-06-27 19:35:50,R_ei0g4Eqnnu0F3C9,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d615f7632cfbd001b1b6dcb,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),6,5,Very inaccurate (1),6,2,Very inaccurate (1),Very inaccurate (1),2,6,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,6,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),5,Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),2,Neutral,3,Slightly agree,Very strongly disagree,Slightly agree,Strongly disagree,Very strongly agree,Very strongly disagree,Completed university,5,Strongly disagree (1),5,85,52,,Eggs,73,5d615f7632cfbd001b1b6dcb,8
2023-06-27 19:30:51,2023-06-27 19:37:25,IP Address,100,394,True,2023-06-27 19:37:26,R_3kq3NoBfEIqBNNh,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5caec6b270da3100017f35de,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,4 - Neutral,4 - Neutral,4 - Neutral,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",4,5,6,2,5,4,4,4,3,6,Very inaccurate (1),4,2,4,6,2,5,5,5,4,3,Very inaccurate (1),3,5,Somewhat agree,4,Slightly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Very strongly agree,Somewhat agree,PhD or equivalent,8,3,4,58,52,,coffee,57,5caec6b270da3100017f35de,8
