StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,Consent6,ProlificID,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast,PROLIFIC_PID,counter
2022-12-05 11:52:01,2022-12-05 11:57:42,IP Address,100,340,True,2022-12-05 11:57:42,R_vZG2XDD1Gy858Gt,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5fddf3f28ac1824a6fb56e29,4 - Neutral,2 - Somewhat oppose,5 - Slightly favour,3 - Slightly oppose,4 - Neutral,3 - Slightly oppose,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,4,2,Very inaccurate (1),6,2,4,4,Very inaccurate (1),4,2,4,Very inaccurate (1),5,6,3,6,4,4,2,Very inaccurate (1),6,2,6,Neutral,1 - Not at all religious,Slightly disagree,Slightly agree,Very strongly disagree,Very strongly agree,Slightly disagree,Slightly agree,Completed university,5,4,4,48,52,,bagel,5fddf3f28ac1824a6fb56e29,8
2022-12-05 11:45:06,2022-12-05 11:57:56,IP Address,100,770,True,2022-12-05 11:57:57,R_DBhPZ0GGfQzbT6p,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5eeb621a7c83c62d2473afb1,4 - Neutral,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,6 - Somewhat favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","88
|
|
78","91
|
|
96","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","93
|
|
88",2,5,Very inaccurate (1),3,6,Very inaccurate (1),2,Very inaccurate (1),2,3,5,2,Very inaccurate (1),6,2,3,Very inaccurate (1),Very inaccurate (1),3,2,Very inaccurate (1),6,3,Very inaccurate (1),Slightly disagree,2,Neither agree nor disagree,Slightly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Diploma / other professional certificate,3,2,4,51,52,,porridge,5eeb621a7c83c62d2473afb1,8
2022-12-05 11:49:16,2022-12-05 11:58:06,IP Address,100,529,True,2022-12-05 11:58:06,R_XEX2HSZpXVh1IvD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c371dd21ede2b0001152915,4 - Neutral,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,4 - Neutral,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,5,4,4,4,3,5,4,2,5,3,4,3,5,4,4,2,Very inaccurate (1),5,4,3,3,3,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Strongly disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Strongly disagree,Somewhat agree,Completed university,6,4,4,52,52,,Cereal and coffee,5c371dd21ede2b0001152915,8
2022-12-05 11:50:01,2022-12-05 11:59:22,IP Address,100,560,True,2022-12-05 11:59:22,R_3exGBnK9qHnIKyb,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f9e03f3517e0d3ad1eab67b,6 - Somewhat favour,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
76",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","100
|
|
90","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","94
|
|
81",5,Very accurate (7),6,Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),2,2,Very accurate (7),6,5,Very accurate (7),2,Very inaccurate (1),Very inaccurate (1),5,Very inaccurate (1),6,Very inaccurate (1),Somewhat agree,2,Somewhat disagree,Strongly agree,Very strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,High School,5,2,3,18,52,,Egg on toast,5f9e03f3517e0d3ad1eab67b,8
2022-12-05 11:48:52,2022-12-05 12:00:04,IP Address,100,671,True,2022-12-05 12:00:05,R_3m8G6ol3SYh5q7s,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62a1edf317b619f0fa0216fc,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,"85
|
|
50",100||50,"85
|
|
85","68
|
|
58","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",5,Very accurate (7),5,Very inaccurate (1),4,Very inaccurate (1),5,4,3,3,Very inaccurate (1),4,Very inaccurate (1),5,5,Very inaccurate (1),4,Very inaccurate (1),Very accurate (7),2,4,Very inaccurate (1),4,4,Neutral,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Very strongly disagree,Slightly agree,Completed university,3,4,4,55,52,,"A brew and toast ",62a1edf317b619f0fa0216fc,8
2022-12-05 11:51:08,2022-12-05 12:00:04,IP Address,100,536,True,2022-12-05 12:00:05,R_231aCXMxm8IlZgu,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6001718a9125cb02cdaf26a1,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,3 - Slightly oppose,4 - Neutral,4 - Neutral,5 - Slightly favour,4 - Neutral,"85
|
|
15",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",5,4,5,4,5,3,4,5,3,6,2,4,3,4,6,3,6,5,5,6,3,Very inaccurate (1),6,5,Slightly disagree,1 - Not at all religious,Slightly agree,Somewhat disagree,Slightly agree,Very strongly disagree,Strongly disagree,Very strongly agree,Masters degree,7,Strongly agree (7),3,4,52,,sandwich,6001718a9125cb02cdaf26a1,8
2022-12-05 11:51:36,2022-12-05 12:00:06,IP Address,100,510,True,2022-12-05 12:00:07,R_1lcceoUzEoJUBy5,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d62e42406ed5a001a2084f3,5 - Slightly favour,4 - Neutral,3 - Slightly oppose,5 - Slightly favour,5 - Slightly favour,4 - Neutral,4 - Neutral,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","88
|
|
63","91
|
|
72","93
|
|
63","98
|
|
93","100
|
|
70","98
|
|
78","96
|
|
74","94
|
|
91","88
|
|
63","96
|
|
91","90
|
|
100",Very inaccurate (1),5,2,3,2,2,Very inaccurate (1),3,5,5,3,2,5,5,4,5,3,4,5,3,5,4,2,4,Neutral,2,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Slightly agree,Very strongly disagree,Very strongly agree,High School,6,2,3,81,52,,cornflakes,5d62e42406ed5a001a2084f3,8
2022-12-05 11:53:15,2022-12-05 12:00:37,IP Address,100,442,True,2022-12-05 12:00:38,R_3iImh46MwqUuBus,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5cc99062d918560016acf6ac,6 - Somewhat favour,5 - Slightly favour,6 - Somewhat favour,5 - Slightly favour,3 - Slightly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),Very accurate (7),5,4,Very accurate (7),Very inaccurate (1),2,Very inaccurate (1),Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,5,4,4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),2,3,Somewhat disagree,2,Strongly agree,Strongly disagree,Very strongly disagree,Very strongly agree,Slightly agree,Slightly disagree,Masters degree,7,Strongly disagree (1),Strongly agree (7),51,52,,coffee,5cc99062d918560016acf6ac,8
2022-12-05 11:53:57,2022-12-05 12:01:27,IP Address,100,449,True,2022-12-05 12:01:27,R_V3ziPdwzKAGmRSF,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5eab13155a85f50c05f6e9f7,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),5,6,Very inaccurate (1),6,5,2,2,6,Very accurate (7),2,4,2,5,6,2,Very accurate (7),2,6,3,6,5,Very inaccurate (1),3,Strongly agree,4,Very strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Completed university,7,2,6,66,52,,porridge,5eab13155a85f50c05f6e9f7,8
2022-12-05 11:39:57,2022-12-05 12:02:22,IP Address,100,1345,True,2022-12-05 12:02:23,R_1BXCRyIYLJHaCzt,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c48764dff09720001a80abd,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,7 - Strongly favour,3 - Slightly oppose,4 - Neutral,5 - Slightly favour,6 - Somewhat favour,"85
|
|
85",100||50,"76
|
|
89","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","75
|
|
85","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","100
|
|
90","91
|
|
94",3,6,3,2,5,2,4,2,3,5,4,2,3,6,6,2,6,5,6,2,4,6,5,5,Strongly disagree,1 - Not at all religious,Slightly agree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Somewhat disagree,Somewhat agree,Completed university,3,5,Strongly agree (7),50,52,,banana porrige,5c48764dff09720001a80abd,8
2022-12-05 11:51:56,2022-12-05 12:02:48,IP Address,100,652,True,2022-12-05 12:02:49,R_2vhM3uRx1fJuRxS,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6148abfee7fec961f2a097d5,3 - Slightly oppose,1 - Strongly oppose,6 - Somewhat favour,5 - Slightly favour,4 - Neutral,4 - Neutral,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),6,2,5,Very inaccurate (1),Very inaccurate (1),4,6,6,6,3,Very inaccurate (1),5,5,3,Very accurate (7),2,Very inaccurate (1),Very accurate (7),5,Very accurate (7),2,3,Very inaccurate (1),Strongly disagree,2,Neither agree nor disagree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Slightly agree,Diploma / other professional certificate,6,Strongly disagree (1),3,32,52,,"Nothing ",6148abfee7fec961f2a097d5,8
2022-12-05 11:53:38,2022-12-05 12:03:12,IP Address,100,573,True,2022-12-05 12:03:12,R_3NEcuslTvM6e94N,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5a78a1ae527fd00001464a41,3 - Slightly oppose,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","93
|
|
93","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",3,5,6,5,2,Very inaccurate (1),4,2,4,Very accurate (7),6,Very inaccurate (1),6,2,2,6,3,Very inaccurate (1),4,Very inaccurate (1),3,Very inaccurate (1),2,2,Somewhat disagree,2,Somewhat disagree,Very strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Somewhat disagree,Masters degree,5,5,Strongly agree (7),23,52,,Porridge,5a78a1ae527fd00001464a41,8
2022-12-05 11:59:43,2022-12-05 12:04:14,IP Address,100,271,True,2022-12-05 12:04:15,R_6DaDOJbjVCqbV5v,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6156ee61901c987ea794cca8,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",6,6,Very inaccurate (1),6,6,Very inaccurate (1),2,3,Very inaccurate (1),2,5,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),6,Very inaccurate (1),5,Very inaccurate (1),5,Very inaccurate (1),Very accurate (7),6,5,Strongly disagree,1 - Not at all religious,Strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Very strongly disagree,PhD or equivalent,8,Strongly agree (7),Strongly agree (7),13,52,,Just a piece of cheese,6156ee61901c987ea794cca8,8
2022-12-05 11:55:05,2022-12-05 12:04:54,IP Address,100,589,True,2022-12-05 12:04:55,R_1DSVAkKjvuZ1Bu3,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,61377f1af63764011235d8a0,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","87
|
|
81","81
|
|
81","95
|
|
95","88
|
|
78","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",2,5,5,Very inaccurate (1),2,3,6,3,3,5,Very inaccurate (1),4,4,3,Very accurate (7),2,Very accurate (7),Very inaccurate (1),6,2,5,2,2,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Somewhat disagree,Somewhat disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Somewhat agree,PhD or equivalent,7,5,6,51,52,,cereal,61377f1af63764011235d8a0,8
2022-12-05 11:59:19,2022-12-05 12:05:37,IP Address,100,378,True,2022-12-05 12:05:38,R_2bZuvqG9MEKN8RQ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60cc7969d6efe6fa9fe1fed9,3 - Slightly oppose,5 - Slightly favour,7 - Strongly favour,7 - Strongly favour,4 - Neutral,5 - Slightly favour,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","88
|
|
63","93
|
|
93","93
|
|
88",5,Very accurate (7),Very inaccurate (1),6,6,2,2,Very inaccurate (1),2,6,5,2,Very inaccurate (1),6,2,5,2,2,5,2,5,Very accurate (7),4,2,Strongly disagree,1 - Not at all religious,Slightly disagree,Slightly agree,Very strongly disagree,Very strongly agree,Somewhat disagree,Somewhat agree,Masters degree,5,2,5,30,52,,"I haven't eaten breakfast this morning ",60cc7969d6efe6fa9fe1fed9,8
2022-12-05 12:00:38,2022-12-05 12:06:32,IP Address,100,354,True,2022-12-05 12:06:33,R_27E6JjEUSgPlxrB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c28efb626e55d0001a685b1,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),Very accurate (7),Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),5,4,Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),2,Very inaccurate (1),Strongly disagree,3,Slightly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Very strongly disagree,PhD or equivalent,5,Strongly agree (7),Strongly agree (7),49,52,,"2 weetabix, milk and some stewed apple plus a cup of tea",5c28efb626e55d0001a685b1,8
2022-12-05 11:50:26,2022-12-05 12:06:50,IP Address,100,983,True,2022-12-05 12:06:50,R_1qVsDnTQz8snpOJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63012780a9852e8d7977a5fd,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,3 - Slightly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","96
|
|
69",2,Very accurate (7),6,5,Very accurate (7),2,Very inaccurate (1),3,6,Very accurate (7),5,3,Very inaccurate (1),5,4,Very accurate (7),2,2,3,2,Very inaccurate (1),Very accurate (7),2,2,Somewhat agree,3,Very strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Masters degree,7,3,5,81,52,,"toast and juice, then cake as it is my birthday",63012780a9852e8d7977a5fd,8
2022-12-05 11:59:56,2022-12-05 12:06:58,IP Address,100,421,True,2022-12-05 12:06:58,R_3je7FW6qsan58kP,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f12e6ebfe50020009674aa7,4 - Neutral,1 - Strongly oppose,6 - Somewhat favour,5 - Slightly favour,3 - Slightly oppose,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,5,3,5,6,2,6,3,2,4,5,4,2,5,4,5,3,Very inaccurate (1),5,3,2,5,4,Very inaccurate (1),Slightly disagree,1 - Not at all religious,Neither agree nor disagree,Slightly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Masters degree,7,5,5,28,52,,Porridge,5f12e6ebfe50020009674aa7,8
2022-12-05 12:00:54,2022-12-05 12:08:31,IP Address,100,457,True,2022-12-05 12:08:32,R_2xE5RPs4KMS8ah3,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,571b37aa5d40840011c3a04d,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,4 - Neutral,3 - Slightly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85","98
|
|
46","85
|
|
85","68
|
|
58","75
|
|
75","93
|
|
68","85
|
|
75","94
|
|
96","88
|
|
78","93
|
|
93","93
|
|
78","100
|
|
90","75
|
|
75","100
|
|
90","93
|
|
88",2,5,2,Very inaccurate (1),Very accurate (7),Very inaccurate (1),3,Very accurate (7),4,4,4,4,Very inaccurate (1),5,5,2,2,Very inaccurate (1),4,Very accurate (7),3,2,6,2,Strongly disagree,1 - Not at all religious,Somewhat agree,Slightly disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Very strongly agree,High School,4,5,5,42,52,,toast,571b37aa5d40840011c3a04d,8
2022-12-05 12:01:03,2022-12-05 12:08:33,IP Address,100,450,True,2022-12-05 12:08:34,R_1o4G08SB27Gqioz,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6149d516a3c16102a1a816bb,3 - Slightly oppose,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,3 - Slightly oppose,3 - Slightly oppose,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","91
|
|
72","85
|
|
75","100
|
|
90","100
|
|
70","96
|
|
81","100
|
|
70","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",3,5,3,4,5,2,2,3,2,5,5,3,2,5,4,4,2,2,4,3,2,5,3,4,Slightly disagree,1 - Not at all religious,Slightly disagree,Somewhat disagree,Very strongly disagree,Very strongly agree,Slightly disagree,Slightly disagree,Completed university,6,3,5,27,52,,croissant and coffee,6149d516a3c16102a1a816bb,8
2022-12-05 11:55:30,2022-12-05 12:09:18,IP Address,100,827,True,2022-12-05 12:09:18,R_3auGVoukOPzri7f,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63492e4af391f35c12314fa5,4 - Neutral,3 - Slightly oppose,7 - Strongly favour,5 - Slightly favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","100
|
|
50","85
|
|
75","100
|
|
90","88
|
|
78","90
|
|
100","100
|
|
70","100
|
|
90","81
|
|
69","100
|
|
90","91
|
|
94",4,6,3,2,2,Very inaccurate (1),3,3,2,5,5,2,2,5,6,3,2,4,2,2,3,Very accurate (7),5,3,Slightly disagree,1 - Not at all religious,Somewhat agree,Somewhat disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Strongly disagree,High School,7,5,5,68,52,,yogurt,63492e4af391f35c12314fa5,8
2022-12-05 12:02:10,2022-12-05 12:10:05,IP Address,100,475,True,2022-12-05 12:10:05,R_1LHVO84ygx60qgm,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5ce5c03aed9d610001f603b4,2 - Somewhat oppose,3 - Slightly oppose,4 - Neutral,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),6,6,5,6,2,4,4,3,6,4,3,2,6,6,5,2,Very inaccurate (1),6,4,4,2,4,2,Slightly disagree,3,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Slightly disagree,Completed university,7,2,5,65,52,,"coffee, toast and marmalade",5ce5c03aed9d610001f603b4,8
2022-12-05 12:01:16,2022-12-05 12:12:46,IP Address,100,690,True,2022-12-05 12:12:47,R_1OIZq3MooRPheBL,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e22e7bbd727e957d3337b47,1 - Strongly oppose,1 - Strongly oppose,6 - Somewhat favour,4 - Neutral,4 - Neutral,3 - Slightly oppose,4 - Neutral,4 - Neutral,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","85
|
|
85","85
|
|
75","95
|
|
95","81
|
|
81","94
|
|
89","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","91
|
|
94",Very inaccurate (1),2,3,3,Very accurate (7),2,6,6,3,5,3,2,Very inaccurate (1),4,6,3,4,Very inaccurate (1),6,6,2,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Strongly disagree,1 - Not at all religious,Slightly agree,Very strongly disagree,Very strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Masters degree,3,2,5,26,52,,oatmeal,5e22e7bbd727e957d3337b47,8
2022-12-05 12:00:14,2022-12-05 12:13:13,IP Address,100,778,True,2022-12-05 12:13:14,R_rkYpc9emoPnjmff,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,573f59f150f5e6000dcc4963,3 - Slightly oppose,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,3 - Slightly oppose,3 - Slightly oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),Very accurate (7),5,2,3,Very inaccurate (1),2,2,2,6,Very inaccurate (1),Very inaccurate (1),2,6,6,4,6,Very inaccurate (1),5,Very inaccurate (1),2,Very inaccurate (1),6,3,Slightly disagree,4,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Completed university,9,Strongly disagree (1),Strongly agree (7),51,52,,I ate muesli for breakfast,573f59f150f5e6000dcc4963,8
2022-12-05 12:04:00,2022-12-05 12:13:30,IP Address,100,570,True,2022-12-05 12:13:30,R_12gckEBhRPu5IvH,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f0788c06b220f03231666a0,5 - Slightly favour,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,4 - Neutral,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","93
|
|
68","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","93
|
|
88",Very inaccurate (1),4,Very inaccurate (1),5,5,2,4,6,3,6,6,4,2,2,2,4,Very inaccurate (1),Very inaccurate (1),5,5,2,5,Very inaccurate (1),4,Neutral,3,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Slightly disagree,Masters degree,3,2,5,59,52,,nothing yet,5f0788c06b220f03231666a0,8
