ID,ProlificApprovals,FluentLanguages,Age,Gender,Ethnicity,CountryBirth,CountryResidence,Nationality,Language,Student,Employment,StartDate_Part1,EndDate_Part1,Progress_Part1,DurationSeconds_Part1,Finished_Part1,RecordedDate_Part1,Consent1_Part1,Consent2_Part1,Consent3_Part1,Consent4_Part1,Consent5_Part1,Consent6_Part1,Consent7_Part1,NoDI1_Comp,NoDI1_TryAgain,NoDI1_Take,NoDI1_Nothing,NoDI2_Comp,NoDI2_TryAgain,NoDI2_Take,NoDI2_Nothing,NoDI3_Comp,NoDI3_TryAgain,NoDI3_Take,NoDI3_Nothing,NoDI4_Comp,NoDI4_TryAgain,NoDI4_Take,NoDI4_Nothing,DI_Comp,DI_TryAgain,DI_Take,DI_Nothing,3PP_Comp,3PP_TryAgain,3PP_Take,3PP_Nothing,DaysWeek,DaysWeek_TryAgain,P2_Decision,Explain,SelfRate_1,SelfRate_2,SelfRate_3,SelfRate_4,SelfRate_5,SelfRate_6,SelfRate_7,SelfRate_8,SelfRate_9,SelfRate_10,SelfRate_11,DecisionConsequences,DecisionConsequences_Text,StartDate_Part2,EndDate_Part2,Progress_Part2,DurationSeconds_Part2,Finished_Part2,RecordedDate_Part2,Consent1_Part2,Consent2_Part2,Consent3_Part2,Consent4_Part2,Consent5_Part2,Consent6_Part2,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast
691,47,"English, Spanish",43,Female,White,Colombia,United Kingdom,"Venezuela, Bolivarian Republic of",Spanish,No,Full-Time,2022-11-28T09:05:34Z,2022-11-28T09:29:51Z,100,1457,TRUE,2022-11-28T09:29:51Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.70, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,We were all earning an amount of money that neither of us had before so everything was a bonus and I wanted to avoid taking the money already given to the other player.,0,0,0,100,53,0,0,0,100,50,0,Yes,NA,2022-12-06T09:22:00Z,2022-12-06T09:41:00Z,100,1137,TRUE,2022-12-06T09:41:00Z,Yes,Yes,Yes,Yes,Yes,Yes,3 - Slightly oppose,4 - Neutral,5 - Slightly favour,3 - Slightly oppose,4 - Neutral,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","100
|
|
50","85
|
|
85","81
|
|
81","100
|
|
90","81
|
|
81","93
|
|
93","100
|
|
70","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",2,Very accurate (7),4,5,4,4,2,4,4,6,4,6,4,4,6,5,4,Very inaccurate (1),6,4,4,2,5,4,Neutral,3,Slightly disagree,Slightly agree,Neither agree nor disagree,Somewhat agree,Very strongly agree,Neither agree nor disagree,Completed university,5,2,5,63,52,NA,Porrage
692,872,English,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2022-11-28T09:16:17Z,2022-11-28T09:29:57Z,100,820,TRUE,2022-11-28T09:29:58Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £1.30, Player 1 would have £0.50, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,to see if you wanted revenge enough to pay for it,0,20,0,51,0,0,0,0,95,0,0,Yes,NA,2022-12-05T17:30:00Z,2022-12-05T17:36:00Z,100,401,TRUE,2022-12-05T17:36:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",3,6,4,Very inaccurate (1),6,Very inaccurate (1),2,Very inaccurate (1),2,4,Very inaccurate (1),Very inaccurate (1),2,5,6,Very inaccurate (1),6,Very inaccurate (1),4,Very inaccurate (1),2,2,4,3,Strongly disagree,1 - Not at all religious,Neither agree nor disagree,Very strongly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Completed university,6,4,5,10,52,NA,nothing
693,968,English,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time,2022-11-28T09:13:19Z,2022-11-28T09:30:01Z,100,1001,TRUE,2022-11-28T09:30:01Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,i would never want to take other peoples potential bonus from them to benefit myself,0,50,50,50,0,0,0,0,100,0,0,Yes,NA,2022-12-05T08:52:00Z,2022-12-05T09:01:00Z,100,511,TRUE,2022-12-05T09:01:00Z,Yes,Yes,Yes,Yes,Yes,Yes,5 - Slightly favour,2 - Somewhat oppose,5 - Slightly favour,7 - Strongly favour,4 - Neutral,5 - Slightly favour,4 - Neutral,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",3,6,4,5,2,Very inaccurate (1),3,2,6,4,Very inaccurate (1),4,6,6,5,4,5,2,4,Very inaccurate (1),6,5,5,2,Strongly disagree,2,Slightly disagree,Slightly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Diploma / other professional certificate,5,2,6,49,52,NA,coffee
694,903,"English, Italian",26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T09:17:25Z,2022-11-28T09:30:05Z,100,760,TRUE,2022-11-28T09:30:05Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,I was going off fairness,54,39,72,35,68,59,3,4,34,10,49,No,NA,2022-12-05T08:49:00Z,2022-12-05T09:13:00Z,100,1416,TRUE,2022-12-05T09:13:00Z,Yes,Yes,Yes,Yes,Yes,Yes,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,1 - Strongly oppose,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","88
|
|
63","89
|
|
76","89
|
|
69","95
|
|
95","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",4,6,6,2,4,Very inaccurate (1),3,Very inaccurate (1),2,Very accurate (7),2,3,3,6,4,2,2,Very inaccurate (1),3,Very inaccurate (1),3,5,5,Very inaccurate (1),NA,NA,Somewhat agree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Slightly disagree,Masters degree,7,2,Strongly agree (7),10,52,NA,cake
695,867,English,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2022-11-28T09:11:30Z,2022-11-28T09:30:06Z,100,1115,TRUE,2022-11-28T09:30:06Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,A fair distribution to all,53,21,71,99,51,52,0,0,40,0,63,Yes,NA,2022-12-05T12:03:00Z,2022-12-05T12:15:00Z,100,747,TRUE,2022-12-05T12:15:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,4 - Neutral,7 - Strongly favour,6 - Somewhat favour,6 - Somewhat favour,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",4,5,6,Very inaccurate (1),6,Very inaccurate (1),2,4,3,6,Very inaccurate (1),4,Very accurate (7),5,6,4,6,4,5,4,3,Very inaccurate (1),4,5,Somewhat disagree,1 - Not at all religious,Slightly disagree,Neither agree nor disagree,Somewhat disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Diploma / other professional certificate,7,4,6,59,52,NA,Cereal
696,95,English,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T09:07:36Z,2022-11-28T09:30:13Z,100,1357,TRUE,2022-11-28T09:30:13Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,"For most of the decisions it was a logical choice between losing money just to spite someone else, or for both participants to benefit. It seemed sensible to keep the money.
The only answer that was different was where I was the third participant and I made my decision based on fairness. I didn't like seeing participant no.2 taking money from participant no.1 so I was happy to use some of my money to redress the balance.",59,7,5,91,77,28,0,0,21,0,12,No,NA,2022-12-05T11:01:00Z,2022-12-05T11:15:00Z,100,850,TRUE,2022-12-05T11:15:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,3 - Slightly oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","78
|
|
88","95
|
|
95","75
|
|
85","90
|
|
100","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","90
|
|
100",4,5,6,2,5,Very inaccurate (1),2,2,2,6,2,3,2,5,5,2,5,Very inaccurate (1),5,2,3,2,5,6,Strongly disagree,1 - Not at all religious,Slightly agree,Slightly disagree,Very strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Diploma / other professional certificate,5,2,6,26,52,NA,crumpets
697,125,"English, French",20,Female,White,Mexico,United Kingdom,United Kingdom,English,Yes,NA,2022-11-28T09:17:21Z,2022-11-28T09:30:38Z,100,797,TRUE,2022-11-28T09:30:39Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,For the outcomes to end up as equal unless the other player was making decisions that would benefit them over me.,61,16,64,65,10,14,0,0,0,26,20,Other (please explain),Unsure,2022-12-05T12:13:00Z,2022-12-05T12:22:00Z,100,553,TRUE,2022-12-05T12:22:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,1 - Strongly oppose,6 - Somewhat favour,6 - Somewhat favour,3 - Slightly oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","89
|
|
76","81
|
|
81","100
|
|
90","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",3,6,3,4,5,3,3,2,5,4,5,3,3,5,2,5,2,2,4,Very inaccurate (1),3,5,3,2,Slightly agree,3,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly disagree,Diploma / other professional certificate,5,5,5,34,52,NA,Muesli
698,1091,English,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2022-11-28T09:05:12Z,2022-11-28T09:30:49Z,100,1537,TRUE,2022-11-28T09:30:49Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,My aim was to maximise my bonus but not feel pressured to punish the other player with the aim of achieving a win:win at the end.,0,0,0,51,0,0,0,0,0,0,0,Yes,NA,2022-12-05T09:02:00Z,2022-12-05T09:13:00Z,100,614,TRUE,2022-12-05T09:13:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,3 - Slightly oppose,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",3,4,6,Very inaccurate (1),5,Very inaccurate (1),6,4,5,6,Very inaccurate (1),2,2,4,5,5,6,Very inaccurate (1),4,4,2,Very inaccurate (1),2,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Slightly agree,Slightly disagree,Very strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Completed university,7,4,4,76,52,NA,Lorne sausage
699,57,"English, Polish",18,Male,White,Poland,United Kingdom,Poland,Polish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",2022-11-28T09:13:07Z,2022-11-28T09:31:00Z,100,1072,TRUE,2022-11-28T09:31:00Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,to be fair to other player,86,40,32,81,78,46,0,14,42,13,30,No,NA,2022-12-09T23:54:00Z,2022-12-10T00:05:00Z,100,665,TRUE,2022-12-10T00:05:00Z,Yes,Yes,Yes,Yes,Yes,Yes,5 - Slightly favour,5 - Slightly favour,3 - Slightly oppose,3 - Slightly oppose,1 - Strongly oppose,7 - Strongly favour,4 - Neutral,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","91
|
|
94",4,Very inaccurate (1),4,3,5,5,3,6,2,2,2,4,2,5,4,Very inaccurate (1),4,Very accurate (7),4,6,Very accurate (7),2,2,5,Strongly disagree,1 - Not at all religious,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Diploma / other professional certificate,4,3,5,1,52,NA,Chocolate Sandwich
700,671,English,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,NA,2022-11-28T09:06:15Z,2022-11-28T09:31:13Z,100,1497,TRUE,2022-11-28T09:31:13Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,To try and keep the highest bonus for both players.,3,2,4,43,1,1,6,1,44,3,1,Yes,NA,2022-12-05T09:13:00Z,2022-12-05T09:27:00Z,100,803,TRUE,2022-12-05T09:27:00Z,Yes,Yes,Yes,Yes,Yes,Yes,4 - Neutral,4 - Neutral,5 - Slightly favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),6,4,4,4,3,6,2,4,4,5,4,3,5,3,5,2,2,6,2,3,4,Very inaccurate (1),3,Neutral,3,Slightly agree,Neither agree nor disagree,Slightly agree,Somewhat agree,Slightly agree,Somewhat agree,Completed university,3,5,6,50,52,NA,porridge
